transaction_id,timestamp,user_id,transaction_type,electricity_quantity,price_per_mwh,total_cost,carbon_tax_fee,transaction_status
TXN2381,2025-02-14 10:34:26,U3827,Buy,73.69,39.91,2940.97,147.38,Pending
TXN5634,2025-02-14 10:26:26,U7697,Buy,81.03,36.47,2955.16,0.0,Failed
TXN7333,2025-02-14 10:19:23,U5128,,0.0,0.0,0.0,0.0,Success
TXN3317,2025-02-14 10:23:52,U6082,,0.0,0.0,0.0,0.0,Failed
TXN2388,2025-02-14 10:21:08,U7171,,0.0,0.0,0.0,0.0,Failed
TXN9624,2025-02-14 10:06:22,U7937,,0.0,0.0,0.0,0.0,Pending
TXN3953,2025-02-14 10:14:37,U6598,Buy,30.39,31.38,953.64,136.75,Failed
TXN9626,2025-02-14 10:02:34,U6517,,0.0,0.0,0.0,0.0,Success
TXN3962,2025-02-14 10:56:45,U3712,,0.0,0.0,0.0,0.0,Pending
TXN4891,2025-02-14 10:30:19,U5668,,0.0,0.0,0.0,0.0,Success
TXN6070,2025-02-14 10:55:12,U8684,Sell,71.05,35.7,2536.49,142.1,Failed
TXN9641,2025-02-14 10:28:34,U3655,Buy,88.57,30.52,2703.16,0.0,Failed
TXN3042,2025-02-14 10:19:27,U2374,Sell,50.44,35.13,1771.96,100.88,Pending
TXN6727,2025-02-14 10:01:49,U7797,Sell,55.18,32.36,1785.62,0.0,Pending
TXN2623,2025-02-14 10:57:17,U6493,Buy,13.45,39.17,526.84,0.0,Pending
TXN8349,2025-02-14 10:42:00,U1086,Buy,33.03,38.35,1266.7,148.63,Pending
TXN4893,2025-02-14 10:20:33,U2996,Buy,47.78,37.94,1812.77,0.0,Pending
TXN9782,2025-02-14 10:01:07,U9443,,0.0,0.0,0.0,0.0,Pending
TXN1025,2025-02-14 10:41:58,U6780,Sell,26.86,36.68,985.22,0.0,Failed
TXN9312,2025-02-14 10:53:41,U9316,,0.0,0.0,0.0,0.0,Failed
TXN7338,2025-02-14 10:25:29,U5155,,0.0,0.0,0.0,0.0,Success
TXN2698,2025-02-14 10:52:40,U6447,Buy,41.71,33.39,1392.7,0.0,Pending
TXN8840,2025-02-14 10:43:07,U3986,Buy,74.44,39.44,2935.91,148.88,Success
TXN1686,2025-02-14 10:21:32,U6080,,0.0,0.0,0.0,0.0,Success
TXN4131,2025-02-14 10:19:31,U6848,Sell,34.59,37.99,1314.07,69.18,Pending
TXN4060,2025-02-14 10:33:52,U9151,Sell,82.1,37.27,3059.87,164.2,Pending
TXN6262,2025-02-14 10:07:00,U2311,Sell,37.58,36.03,1354.01,75.16,Pending
TXN6759,2025-02-14 10:30:31,U1693,,0.0,0.0,0.0,0.0,Failed
TXN1939,2025-02-14 10:05:07,U7655,Buy,95.75,31.43,3009.42,430.88,Success
TXN2101,2025-02-14 10:16:06,U7001,Sell,95.45,30.32,2894.04,190.9,Pending
TXN8273,2025-02-14 10:52:05,U2259,,0.0,0.0,0.0,0.0,Pending
TXN5566,2025-02-14 10:17:02,U2858,Buy,54.91,33.87,1859.8,247.09,Pending
TXN8311,2025-02-14 10:14:38,U5678,,0.0,0.0,0.0,0.0,Success
TXN2213,2025-02-14 10:30:51,U3828,,0.0,0.0,0.0,0.0,Pending
TXN6692,2025-02-14 10:48:26,U2063,,0.0,0.0,0.0,0.0,Failed
TXN3852,2025-02-14 10:54:10,U6922,,0.0,0.0,0.0,0.0,Success
TXN4878,2025-02-14 10:53:57,U9094,Sell,59.86,33.69,2016.68,0.0,Success
TXN2077,2025-02-14 10:21:06,U7523,,0.0,0.0,0.0,0.0,Failed
TXN2208,2025-02-14 10:08:33,U6194,,0.0,0.0,0.0,0.0,Failed
TXN6644,2025-02-14 10:08:45,U3981,Sell,55.26,38.68,2137.46,0.0,Success
TXN3653,2025-02-14 10:22:01,U4694,Sell,86.13,32.51,2800.09,0.0,Failed
TXN5961,2025-02-14 10:41:56,U9740,Buy,63.26,35.81,2265.34,0.0,Success
TXN1464,2025-02-14 10:05:32,U1744,,0.0,0.0,0.0,0.0,Success
TXN7825,2025-02-14 10:42:11,U1496,Sell,67.77,33.02,2237.77,0.0,Pending
TXN2195,2025-02-14 10:47:00,U1981,Sell,47.41,34.64,1642.28,0.0,Failed
TXN6231,2025-02-14 10:50:07,U6658,Buy,78.46,35.15,2757.87,0.0,Success
TXN5382,2025-02-14 10:30:41,U5061,Buy,14.55,39.45,574.0,0.0,Pending
TXN6123,2025-02-14 10:12:57,U3610,Sell,54.89,33.09,1816.31,0.0,Failed
TXN8491,2025-02-14 10:16:26,U4524,,0.0,0.0,0.0,0.0,Pending
TXN9108,2025-02-14 10:40:47,U8710,Buy,86.25,34.31,2959.24,388.12,Pending
TXN1741,2025-02-14 10:27:20,U1838,,0.0,0.0,0.0,0.0,Failed
TXN5728,2025-02-14 10:05:01,U7329,,0.0,0.0,0.0,0.0,Failed
TXN2946,2025-02-14 10:08:47,U2584,Sell,81.54,33.39,2722.62,163.08,Failed
TXN9341,2025-02-14 10:27:24,U9193,Buy,13.5,37.14,501.39,0.0,Failed
TXN9446,2025-02-14 10:09:32,U6373,,0.0,0.0,0.0,0.0,Failed
TXN5902,2025-02-14 10:40:31,U6511,,0.0,0.0,0.0,0.0,Failed
TXN5911,2025-02-14 10:32:25,U1272,Sell,70.64,39.8,2811.47,317.88,Pending
TXN5350,2025-02-14 10:44:45,U4728,,0.0,0.0,0.0,0.0,Failed
TXN7229,2025-02-14 10:10:05,U4968,Buy,27.17,34.41,934.92,0.0,Failed
TXN4340,2025-02-14 10:28:00,U9221,,0.0,0.0,0.0,0.0,Success
TXN9498,2025-02-14 10:14:09,U6325,,0.0,0.0,0.0,0.0,Success
TXN8531,2025-02-14 10:36:23,U6608,,0.0,0.0,0.0,0.0,Pending
TXN4150,2025-02-14 10:16:49,U5571,,0.0,0.0,0.0,0.0,Pending
TXN4396,2025-02-14 10:47:07,U9011,Sell,41.39,39.34,1628.28,0.0,Success
TXN9899,2025-02-14 10:25:55,U7464,Buy,36.14,32.88,1188.28,0.0,Pending
TXN5201,2025-02-14 10:51:01,U8849,Buy,84.52,32.71,2764.65,169.04,Success
TXN4920,2025-02-14 10:16:33,U1831,,0.0,0.0,0.0,0.0,Success
TXN1860,2025-02-14 10:06:50,U7771,Sell,19.05,37.71,718.38,0.0,Failed
TXN8793,2025-02-14 10:32:35,U4267,Sell,35.69,30.59,1091.76,160.6,Failed
TXN4804,2025-02-14 10:36:31,U1611,Sell,89.4,31.76,2839.34,178.8,Failed
TXN5742,2025-02-14 10:59:51,U1613,Sell,61.12,31.07,1899.0,275.04,Failed
TXN9590,2025-02-14 10:33:43,U3198,,0.0,0.0,0.0,0.0,Pending
TXN3662,2025-02-14 10:49:54,U8518,,0.0,0.0,0.0,0.0,Failed
TXN6523,2025-02-14 10:53:58,U5833,,0.0,0.0,0.0,0.0,Failed
TXN7643,2025-02-14 10:56:27,U8007,,0.0,0.0,0.0,0.0,Failed
TXN2562,2025-02-14 10:12:36,U3303,Sell,94.22,30.07,2833.2,188.44,Pending
TXN6400,2025-02-14 10:20:36,U1187,Sell,72.35,30.62,2215.36,144.7,Pending
TXN9233,2025-02-14 10:48:01,U6095,,0.0,0.0,0.0,0.0,Failed
TXN4618,2025-02-14 10:14:57,U3188,Buy,50.95,39.89,2032.4,229.28,Failed
TXN4578,2025-02-14 10:52:00,U5054,,0.0,0.0,0.0,0.0,Pending
TXN9653,2025-02-14 10:48:02,U6927,Buy,15.56,35.48,552.07,0.0,Failed
TXN3455,2025-02-14 10:11:13,U6375,,0.0,0.0,0.0,0.0,Success
TXN9008,2025-02-14 10:06:12,U9361,Buy,50.81,35.13,1784.96,0.0,Pending
TXN6049,2025-02-14 10:49:22,U1356,Sell,83.48,37.46,3127.16,166.96,Pending
TXN6644,2025-02-14 10:47:48,U2044,,0.0,0.0,0.0,0.0,Success
TXN5703,2025-02-14 10:27:54,U3948,Sell,43.7,38.91,1700.37,0.0,Failed
TXN9835,2025-02-14 10:09:04,U6697,Buy,99.36,33.93,3371.28,447.12,Success
TXN5888,2025-02-14 10:31:36,U9920,Sell,84.1,32.48,2731.57,168.2,Success
TXN2848,2025-02-14 10:02:11,U7868,,0.0,0.0,0.0,0.0,Success
TXN2102,2025-02-14 10:06:53,U1550,Buy,32.03,30.44,974.99,144.13,Success
TXN1924,2025-02-14 10:09:33,U9255,Buy,83.42,37.32,3113.23,0.0,Pending
TXN3347,2025-02-14 10:45:04,U9540,Sell,37.05,30.61,1134.1,0.0,Failed
TXN7999,2025-02-14 10:37:56,U9120,Sell,94.74,36.71,3477.91,0.0,Pending
TXN7688,2025-02-14 10:10:11,U5913,Buy,77.9,34.74,2706.25,0.0,Success
TXN7761,2025-02-14 10:28:26,U9683,Sell,31.86,32.03,1020.48,63.72,Pending
TXN2514,2025-02-14 10:36:33,U4120,Sell,43.95,36.05,1584.4,197.78,Failed
TXN4555,2025-02-14 10:32:43,U4422,Sell,96.13,30.15,2898.32,192.26,Pending
TXN4974,2025-02-14 10:47:29,U4350,Buy,59.69,37.76,2253.89,0.0,Pending
TXN6892,2025-02-14 10:35:00,U9147,Buy,82.25,37.22,3061.34,0.0,Pending
TXN7781,2025-02-14 10:03:07,U4625,,0.0,0.0,0.0,0.0,Failed
TXN7841,2025-02-14 10:20:09,U3497,Sell,30.7,35.7,1095.99,0.0,Pending
TXN9037,2025-02-14 10:31:27,U3756,,0.0,0.0,0.0,0.0,Failed
TXN9954,2025-02-14 10:33:20,U4015,,0.0,0.0,0.0,0.0,Success
TXN2217,2025-02-14 10:55:50,U1794,Sell,22.37,36.31,812.25,0.0,Success
TXN9285,2025-02-14 10:31:07,U7114,Sell,69.34,30.16,2091.29,0.0,Success
TXN9673,2025-02-14 10:49:18,U5501,,0.0,0.0,0.0,0.0,Failed
TXN8054,2025-02-14 10:55:02,U3937,Buy,57.19,32.41,1853.53,0.0,Pending
TXN7502,2025-02-14 10:05:23,U7112,Sell,60.85,39.9,2427.91,0.0,Failed
TXN1519,2025-02-14 10:06:22,U7640,Sell,59.74,30.56,1825.65,0.0,Pending
TXN8109,2025-02-14 10:44:01,U6427,,0.0,0.0,0.0,0.0,Success
TXN8790,2025-02-14 10:18:30,U1762,Sell,90.94,35.64,3241.1,0.0,Success
TXN4394,2025-02-14 10:40:04,U3362,,0.0,0.0,0.0,0.0,Success
TXN4939,2025-02-14 10:38:41,U7375,,0.0,0.0,0.0,0.0,Success
TXN2284,2025-02-14 10:34:11,U6666,Buy,49.34,38.39,1894.16,98.68,Success
TXN5478,2025-02-14 10:53:29,U8381,Buy,42.02,39.41,1656.01,0.0,Failed
TXN7227,2025-02-14 10:05:51,U5839,Buy,17.38,31.54,548.17,0.0,Pending
TXN6188,2025-02-14 10:24:37,U2745,Buy,94.87,34.45,3268.27,0.0,Success
TXN4070,2025-02-14 10:29:25,U8353,,0.0,0.0,0.0,0.0,Success
TXN2468,2025-02-14 10:24:09,U2524,,0.0,0.0,0.0,0.0,Pending
TXN7779,2025-02-14 10:26:28,U2387,,0.0,0.0,0.0,0.0,Failed
TXN3778,2025-02-14 10:46:47,U7237,Buy,34.2,32.68,1117.66,0.0,Pending
TXN5521,2025-02-14 10:28:44,U5911,Buy,42.5,39.44,1676.2,0.0,Failed
TXN4203,2025-02-14 10:31:15,U2752,Sell,10.61,33.96,360.32,47.74,Pending
TXN8055,2025-02-14 10:55:40,U3230,Sell,64.29,36.95,2375.52,128.58,Pending
TXN5775,2025-02-14 10:50:10,U9044,,0.0,0.0,0.0,0.0,Pending
TXN5592,2025-02-14 10:55:44,U7437,Buy,93.89,32.0,3004.48,187.78,Failed
TXN1440,2025-02-14 10:49:38,U8563,,0.0,0.0,0.0,0.0,Success
TXN7703,2025-02-14 10:45:56,U9180,Sell,31.78,36.59,1162.83,63.56,Pending
TXN8851,2025-02-14 10:39:44,U7566,,0.0,0.0,0.0,0.0,Success
TXN6890,2025-02-14 10:47:53,U9796,,0.0,0.0,0.0,0.0,Success
TXN6816,2025-02-14 10:11:21,U1725,,0.0,0.0,0.0,0.0,Pending
TXN2735,2025-02-14 10:00:43,U2615,Buy,55.96,35.19,1969.23,0.0,Pending
TXN7408,2025-02-14 10:31:36,U9199,Sell,99.79,34.83,3475.69,0.0,Failed
TXN3321,2025-02-14 10:23:46,U6110,Sell,80.58,35.21,2837.22,0.0,Failed
TXN8412,2025-02-14 10:21:46,U2100,Buy,82.92,31.15,2582.96,0.0,Success
TXN4996,2025-02-14 10:35:13,U3858,,0.0,0.0,0.0,0.0,Success
TXN7636,2025-02-14 10:42:59,U4022,Sell,45.6,37.37,1704.07,0.0,Success
TXN4519,2025-02-14 10:14:02,U5560,,0.0,0.0,0.0,0.0,Success
TXN9796,2025-02-14 10:12:45,U6993,Buy,51.18,32.62,1669.49,0.0,Pending
TXN7431,2025-02-14 10:40:04,U2871,Sell,86.1,36.17,3114.24,387.45,Failed
TXN2388,2025-02-14 10:45:52,U3194,Buy,31.47,31.17,980.92,0.0,Pending
TXN7852,2025-02-14 10:40:42,U3258,,0.0,0.0,0.0,0.0,Failed
TXN9804,2025-02-14 10:47:20,U3838,,0.0,0.0,0.0,0.0,Success
TXN6154,2025-02-14 10:57:28,U8389,,0.0,0.0,0.0,0.0,Success
TXN4196,2025-02-14 10:55:39,U7290,,0.0,0.0,0.0,0.0,Failed
TXN9056,2025-02-14 10:28:22,U8272,Buy,17.44,30.31,528.61,0.0,Success
TXN5503,2025-02-14 10:15:20,U9808,Buy,80.27,35.66,2862.43,0.0,Success
TXN5389,2025-02-14 10:52:54,U9898,Buy,78.4,34.41,2697.74,0.0,Failed
TXN5055,2025-02-14 10:20:19,U1528,Sell,41.37,38.17,1579.09,0.0,Success
TXN6744,2025-02-14 10:58:46,U8015,Buy,80.64,38.14,3075.61,161.28,Pending
TXN9720,2025-02-14 10:19:11,U9827,Sell,98.11,32.93,3230.76,0.0,Pending
TXN1971,2025-02-14 10:18:55,U3078,,0.0,0.0,0.0,0.0,Failed
TXN6277,2025-02-14 10:56:33,U5055,,0.0,0.0,0.0,0.0,Failed
